mol_id,smiles,NR-AR-LBD,NR-AR,NR-PPAR-gamma,NR-ER,NR-Aromatase,SR-MMP,SR-p53,NR-AhR,SR-ARE,NR-ER-LBD,SR-HSE,SR-ATAD5
TOX22406,COS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX25365,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,1,0,0,,0,0,0,0,0,0,
TOX25364,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0,0,0,0,0,0,0,1,,0,0,0
TOX25361,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0,0,0,0,0,0,0,0,,0,0,0
TOX22400,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-],0,0,0,0,0,,0,0,0,0,0,0
TOX25368,CCCCOc1ccc(CC(=O)NO)cc1,0,0,0,,0,0,0,0,0,0,0,0
TOX434,ClC/C=C/CCl,,,0,0,,0,0,0,1,0,0,0
TOX5513,CN(C)c1ccc(C(c2ccccc2)=C2C=CC(=[N+](C)C)C=C2)cc1.CN(C)c1ccc(C(c2ccccc2)=C2C=CC(=[N+](C)C)C=C2)cc1,,0,,,,1,,1,,0,1,0
TOX437,CC(Cl)Cl,0,0,0,,0,0,0,0,,0,0,0
TOX430,Clc1ccccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX14634,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,,0,,,,1,,1,1,0,0,0
TOX432,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,0,1,0,1,,,1,1,1,1,,1
TOX433,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,0,1,0,1,1,,1,1,1,1,,1
TOX438,ClCCCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX439,Oc1ccc(Cl)cc1Cl,0,0,0,0,0,1,0,0,0,0,0,0
TOX1998,CCCCOC(=O)CCC(=O)OCCCC,0,0,0,1,0,0,0,0,0,0,0,0
TOX1993,c1ccc2c(c1)oc1ccccc12,0,0,0,0,0,0,0,0,0,0,0,0
TOX1992,O=C1[N-]S(=O)(=O)c2ccccc21,0,0,0,1,0,0,0,0,0,0,0,0
TOX1997,NCCN1CCNCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1996,CCC(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX1995,CCN(CC)C(=O)c1cccc(C)c1,0,0,0,1,0,0,0,0,0,1,0,0
TOX1994,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,0,0,0,1,,,,,0,1,0,1
TOX7596,COCCCN,0,0,0,0,0,0,0,0,0,0,0,0
TOX2292,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX4345,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,0,0,0,,0,0,0,0,0,0,0,0
TOX4344,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX4346,Brc1ccc(Br)c(Br)c1,0,0,0,0,0,,0,0,0,0,0,0
TOX4143,O=C=NCCCCCCN=C=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX7920,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX7921,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0
TOX7923,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1,0,0,,0,0,,,0,1,0,,0
TOX7924,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,0,0,0,,0,0,0,0,0,0,0,0
TOX7925,CC(C)(C)CC(C)(C)c1ccccc1O,,0,,1,,1,,0,0,1,,0
TOX7926,CCCCCCCCCCCCc1ccccc1O,0,0,1,1,,1,,0,,1,,
TOX9246,CCCCCCCC[Si](OCC)(OCC)OCC,0,,0,,,0,0,0,0,,0,0
TOX7928,CCCCC(CC)CO[N+](=O)[O-],0,0,0,0,0,0,0,,0,0,0,0
TOX14968,NC(=S)NC(N)=S,0,0,0,0,0,0,0,0,0,0,1,0
TOX14961,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,0,0,0,0,,0,0,0,0,0,0,0
TOX14962,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],0,0,0,0,0,,0,0,0,0,0,0
TOX10604,CC(/C=C/C1(O)C(C)=CC(=O)CC1(C)C)=C/C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX10606,CC1=CC(=O)[N-]S(=O)(=O)O1,0,0,0,0,0,0,0,0,0,0,0,0
TOX10607,CCOC(C)OCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX4002,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0,0,0,,1,,0,0,,0,0,0
TOX4000,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0,0,0,0,0,0,0,1,0,0,0,0
TOX4001,CC(Cl)(Cl)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX15214,C=CC(O)CCCCC,0,0,0,0,0,,0,0,0,0,0,0
TOX7346,C[Sn](Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX21451,C=CCS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX21452,CCCC(C)c1ccccc1O,0,0,0,,,1,0,0,0,0,0,0
TOX1404,CNC(=S)N(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX27439,CC(C)CCOCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX5005,Oc1ccc(Cl)c(Cl)c1,0,0,0,,0,1,0,,1,1,0,0
TOX16760,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,0,0,0,0,0,0,1,0,,0,,0
TOX27433,C[C@]12CC[C@@H]3c4ccc(O)cc4CC=C3[C@@H]1CCC2=O,,1,,1,,1,0,,,1,0,0
TOX27435,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,0,0,,,0,0,0,0,0,0
TOX27434,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0,1,0,0,,0,0,0,0,,0,0
TOX27437,CCCCCCC1CCOC1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX27436,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0,0,0,1,,0,0,0,0,0,0,0
TOX27127,CCC(C)(C)C1CCC(=O)CC1,0,0,0,,0,0,0,0,0,0,0,0
TOX27126,CCOC(=O)c1ccccc1OC,0,0,0,0,0,0,0,,0,0,0,0
TOX27125,C=CCCCCCCCCOC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX27124,CCCCCCCOC(C)=O,0,0,0,1,0,0,0,0,0,0,0,0
TOX27123,CCCCCCCCCOC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX31558,Cc1c(N)cccc1C(F)(F)F,,,,,,,,,0,,0,
TOX27121,O=Cc1cc2ccccc2o1,0,0,0,0,0,0,0,0,0,0,0,0
TOX27120,CC(=O)c1c(C)cc(C(C)(C)C)cc1C,0,0,0,0,0,0,0,0,0,0,0,0
TOX31555,CCOC(=O)N1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,,,,,,,,1,,0,
TOX31554,CCOC(=O)N1CCC(Nc2ccc(Cl)cc2N)CC1,,,,,,,,,1,,,
TOX31557,CCCS(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1,,,,,,,,,0,,0,
TOX31556,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,,,,,,,,,0,,0,
TOX31551,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,,,,,,,,,0,,0,
TOX31550,ClCCCN1CCN(c2cccc(Cl)c2)CC1,,,,,,,,,1,,0,
TOX27129,COC(=O)C=C(C)CCC=C(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX27128,CC(C)=CCOC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX8114,CCN(CC#N)c1cccc(C)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX5436,Oc1cccc2cccnc12.Oc1cccc2cccnc12,0,0,,0,,,1,,1,1,1,0
TOX5437,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,0,0,0,0,0,,0,1,0,0,0,0
TOX5431,Oc1cccc(Nc2ccccc2)c1,0,0,0,1,,1,0,,,1,0,0
TOX5438,NC(=O)NO,0,0,0,0,0,0,0,0,0,0,0,0
TOX9192,COC(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX9195,CC1CCCNC1,0,0,0,0,0,0,0,0,0,0,,0
TOX9194,CCc1ccc(C)cc1,0,0,0,0,0,,0,0,0,0,0,0
TOX5759,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,0,0,0,1,0,0,0,0,0,0,0,0
TOX5758,CCCCCC[N+](=O)[O-],,,0,,0,0,0,0,0,0,0,0
TOX5751,O=[N+]([O-])CCO,0,0,0,0,0,0,0,0,,0,0,0
TOX5653,CC(C)Cc1nccs1,0,0,0,0,0,0,0,0,0,0,0,0
TOX5757,CN(CCCl)CCCl,0,0,,,,,1,,1,0,0,1
TOX1438,C=C(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX9224,N=C(N)S(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX9221,O=C(O)c1nc(Cl)ccc1Cl,0,0,0,0,0,0,0,1,0,0,0,0
TOX9220,Cc1ccc(N)nc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX9223,Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C,0,0,0,0,,0,0,0,0,0,0,0
TOX1431,C=COC(C)=O,0,0,0,0,0,,0,0,0,0,0,0
TOX1436,C=Cc1cccc(C)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1437,C=CC1CC=CCC1,0,0,0,0,0,,0,0,0,0,0,0
TOX20476,CC(C)(C)c1ccc(CCOc2ncnc3ccccc32)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX14357,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,0,0,0,0,0,1,0,0,0,0,0,0
TOX14355,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,0,0,0,0,,0,0,1,0,0,0,0
TOX9869,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0,0,1,0,0,0,0,0,0,0,0,0
TOX28830,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0,0,0,0,0,0,0,0,1,0,1,0
TOX28831,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0,0,,,,,,0,,0,1,0
TOX28520,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nncs3)CS[C@H]12,0,0,0,0,0,0,0,0,,0,,0
TOX28521,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,0,0,0,0,0,0,0,0,,0,,0
TOX24809,CCC(C)(O)CCC=C(C)C,0,0,0,,0,0,0,0,0,0,0,0
TOX24808,CC(C)(C)c1ccc(CCC=O)cc1,0,0,0,0,,0,0,0,0,0,0,0
TOX28524,CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,0,0,,0,0,,0,0,0,0
TOX28525,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0,0,0,0,0,0,0,0,,0,,0
TOX24805,C(OCC1CCC(COCC2CO2)CC1)C1CO1,0,0,,0,,0,0,0,,0,0,0
TOX28839,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0,0,,0,0,,0,0,,0,,0
TOX24807,COC(=O)CCCCCCCC(=O)OC,0,0,0,0,0,0,0,0,,0,0,0
TOX28529,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,1,0,,,0,0,0,0,0,0,0
TOX24801,CCOC(=S)[S-],0,0,,0,,0,0,0,1,0,1,0
TOX24800,CCCCN(CCCC)C(=S)[S-],0,0,0,0,0,0,0,0,0,0,1,0
TOX24802,CCCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCCC,0,0,0,0,0,,0,0,0,0,,0
TOX25173,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,,0,0,0,,0,1,,,,,1
TOX25170,COc1nc(C)nc(Cl)c1NC1=NCCN1,0,0,0,0,,0,0,1,0,0,0,0
TOX25171,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0,0,0,0,0,0,0,0,0,0,0,0
TOX25176,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc32)CC1,0,0,,0,0,,0,1,,0,0,0
TOX25174,CC12CC3CC(C)(C1)CC(N)(C3)C2,0,0,0,0,0,0,0,0,0,0,0,0
TOX25175,CNCCC(Oc1ccccc1OC)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX25178,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,0,0,,0,,1,0,0,,0,,0
TOX25179,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0,0,0,0,0,0,0,0,0,0,0,0
TOX28786,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0,0,0,0,0,0,0,0,0,0,0,0
TOX28787,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,,,,,,,,,0,,0,
TOX28784,CN1CCCN=C1/C=C/c1cccs1,,,,,,,,,1,,0,
TOX28785,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0
TOX28782,C[C@H](CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,0,0,0,0,,0,0,0,1,0,0,0
TOX28783,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,0,0,0,0,0,0,0,,,0,,0
TOX28780,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX28781,O=C([C@H]1CCC(=O)N1)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX28789,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,1,1,0,1,0,0,0,,,1,0,0
TOX2164,C=CCc1ccccc1O,0,0,0,0,0,,0,0,0,0,0,0
TOX2162,N#Cc1cc(Br)c(O)c(Br)c1,,1,,,0,,1,1,,0,0,
TOX2161,N#Cc1cc(I)c(O)c(I)c1,,0,,,1,,1,0,,,0,
TOX2160,Oc1ccc(/N=N/c2ccccc2)cc1,0,0,,1,,1,,1,1,1,0,1
TOX7103,C=C(C)C(=O)OCCCCCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX7104,CCCCCCCCCCCCCCCC(=O)OC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX4701,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0,0,0,,0,,0,,1,0,0,0
TOX3340,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,0,,1,,0,1,,1,,0,0
TOX24779,C=CC(=O)OCCCCOC(=O)C=C,1,0,1,0,,0,,0,1,0,,1
TOX3345,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,0,,0,0,,0,0,0,,0,,0
TOX3347,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0,0,0,1,0,0,0,0,0,0,0,0
TOX24773,C=C(C)C(=O)OCCOc1ccccc1,0,0,0,1,,0,0,0,0,0,1,0
TOX24772,CC(C)=CCCC(C)CCOC=O,0,0,0,0,,0,0,0,,0,,0
TOX24771,CC(CC(C)C)=NO,0,0,0,0,0,0,0,0,0,0,0,0
TOX24770,COc1ccc(COC(C)=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX24777,CC(C)(O)C(=O)c1ccc(OCCO)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX24776,C=CC(=O)OCCC#N,0,0,1,0,,0,0,0,1,0,,0
TOX24774,O=C1CCCCCCCCCCCC(=O)OCCO1,,0,0,0,,0,0,0,0,0,0,0
TOX1853,OCCN1CCNCC1,0,0,0,0,0,0,0,0,0,0,,0
TOX1851,CC(C)(O)CCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1856,CCCCc1ccc(N)cc1,0,0,0,,,0,0,0,0,0,0,0
TOX1857,CCCCCCCCCc1ccc(O)cc1,0,0,0,1,,,0,0,,0,0,0
TOX1854,CN(C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX13825,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX3113,COc1ccccc1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX12192,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,,0,0,1,1,,0,1,1,0,,0
TOX15175,c1coc(CNc2[nH]cnc3ncnc2-3)c1,0,0,0,,0,,0,0,0,0,0,0
TOX9671,CC(O)(P(=O)([O-])O)P(=O)([O-])O,0,0,0,0,0,0,0,0,0,0,0,0
TOX17752,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)c1,,0,0,1,,0,0,1,0,0,0,
TOX9677,O=[Si]=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX359,O=C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX358,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0,0,0,0,0,0,0,0,0,0,0,0
TOX21104,O=C(O)C1CCCN1,0,0,0,0,0,0,0,0,,0,,0
TOX21208,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,0,,0,0,0
TOX21209,C=C(C)C1CCC(C)(O)CC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX350,COc1ccc(C)cc1N,0,0,0,0,0,0,0,1,0,0,0,0
TOX21206,c1csc(-c2ccc(-c3cccs3)s2)c1,1,1,1,1,,,1,1,1,,1,1
TOX352,O=NN([O-])c1ccccc1,0,0,0,1,,0,0,1,,0,0,0
TOX21200,CC(C/N=C/c1ccccc1O)/N=C/c1ccccc1O,0,0,0,0,0,0,0,1,,0,0,0
TOX21201,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,0,0,,,0,,0,0,0,0,,0
TOX357,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,0,0,0,0,0,0,1,0,0,0,0,0
TOX17756,CC(CO)c1ccccc1,0,0,0,,0,0,0,0,0,0,0,0
TOX29079,Nc1ccc2c(c1)Cc1ccccc1-2,,1,0,1,,,0,1,,,0,1
TOX29078,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX29077,OCc1c2ccccc2cc2ccccc21,0,0,,1,,1,0,,,0,0,0
TOX29076,S=c1nccc[nH]1,0,0,0,1,0,0,0,0,,,0,0
TOX29075,CCn1cc[n+](C)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX29074,CCn1cc[n+](C)c1.F[B-](F)(F)F,0,0,0,,0,0,0,0,0,0,0,0
TOX29073,CCn1cc[n+](C)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX29071,CC(=O)C(=O)CC(C)C,0,0,0,1,0,0,0,0,0,0,0,0
TOX29070,CCCC[n+]1ccccc1C,0,0,0,0,0,0,0,0,1,0,0,0
TOX31552,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1,,,,,,,,,0,,0,
TOX1199,CCCCN(CC)C(=O)SCCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX1198,CC(C)NCC(O)COc1cccc2ccccc21,0,0,0,1,0,,0,0,0,0,0,0
TOX2305,C=Cc1ccc(C(C)(C)C)cc1,0,0,0,0,0,,0,0,0,0,0,0
TOX733,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,,0,0,0,0,1,0,0,0,0,0
TOX27333,Cc1ncc([C@@H](CCCCCCc2ccc3c(n2)NCCC3)CC(=O)O)cn1,,0,0,0,0,0,0,0,,0,0,0
TOX27330,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1,,0,,0,1,1,0,,,0,0,0
TOX27331,CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2,0,0,0,0,0,0,0,0,0,0,0,0
TOX27337,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc5ccccc5c(C(=O)[O-])c4)CC3)nc2-c2ccc(C)cc2)c1,0,0,,0,0,1,,0,1,,0,
TOX27334,Fc1ccccc1[C@@H](F)CO[C@H]1CC[C@H](Nc2[nH]cnc3nncc2-3)CC1,,0,,,,1,0,,,0,0,
TOX27335,CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1.O=C([O-])CCC(=O)O,0,0,0,,0,0,0,0,0,0,0,0
TOX27338,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,0,0,0,1,,1,0,1,1,0,0,0
TOX27339,CN(C)C(=O)NC1(c2ccccc2)CCN(CC[C@@]2(c3ccc(F)c(F)c3)CN(C(=O)c3ccccc3)CCO2)CC1,0,0,,0,0,,0,0,0,0,0,0
TOX20643,Cc1cccc(C)c1NC1=NCCCS1,0,0,0,0,0,0,0,0,0,0,0,0
TOX113,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0,1,0,0,0,0,0,0,0,0,0,0
TOX20316,Cl[Ni]Cl,0,0,0,0,,0,0,0,0,0,,0
TOX20647,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,,,,,,,,,0,,0,
TOX112,CCNc1nc(Cl)nc(NC(C)C)n1,0,0,0,0,0,0,0,0,0,0,0,0
TOX26421,O=S(=O)(O)c1ccc(O)cc1,0,0,0,,0,1,0,,0,,0,0
TOX26420,CCCCNC(=N)NC(=N)N,,,,,,,,,1,,0,
TOX26423,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,0,0,0,0,0,,0,0,,0,0,0
TOX110,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0,0,,,,,,,,0,0,
TOX26425,NC(=O)NS(=O)(=O)c1ccc(N)cc1,1,1,0,,,,0,0,0,0,0,0
TOX26424,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX26427,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,0,1,,0,0,,,0,0,0,0,
TOX26426,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,0,0,0,,,,0,,0,0,0,0
TOX26429,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,,0,1,,1,,1,1,1,1,1,
TOX117,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0,0,,0,0,,1,0,0,0,0,0
TOX116,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0,0,,0,,0,1,0,1,0,0,0
TOX115,CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,0,,,,,,,,1,,1
TOX114,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0,0,0,,,1,1,1,0,0,0,0
TOX7487,CCOP(=S)(Cl)OCC,0,0,0,0,,,0,0,0,0,,0
TOX7486,COP(=S)(Cl)OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX7489,CO[Si](CCCOCC1CO1)(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX23853,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,0,0,,,0,,1,,,0,0,0
TOX5642,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX27598,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,,0,,,1,1,0,1,,0,0,0
TOX27599,CCCCCCOC(=O)C(C)CC,0,0,0,0,0,0,0,0,0,0,0,0
TOX1224,Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c65)c(C)c4)cc3C)cc2)cc1,0,0,0,,,,0,0,,0,0,0
TOX27594,CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,0,0,0,0,0,0,0,0,,0,0,0
TOX27592,Oc1cc2ccccc2c2ccccc12,,0,,,,1,,1,,1,,
TOX27593,CC1=CCC(C(C)C)C=C1,0,0,0,0,0,0,0,0,,0,0,0
TOX1223,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,0,0,0,0,0,0,0,0,0,0,,0
TOX1222,ON=C1C=CC(=NO)C=C1,0,0,0,0,,1,0,1,1,0,0,0
