smiles,u0_atom
CC1(O)CC(O)C1,-1651.44
CC1OCOC1C,-1663.43
C=C1OCOC1=C,-1381.73
CC1OC(=O)C1C,-1546.78
C=C1OCOC1C,-1522.21
C=CC#CC=CC,-1614.03
C=C1C=CC(=O)O1,-1279.1
C=C1C=COCO1,-1386.56
CC1(O)C=COC1,-1526.93
CC1C=CC(=O)O1,-1419.65
CC1C=COCO1,-1523.23
CCC1CC1CO,-1846.73
C=CC1CC1C=O,-1571.73
CCC1CC1(C)O,-1846.64
CCC1CC1C=O,-1717.71
CCC1CC1OC,-1834.45
C#CC#CC=CC,-1447.42
CCC1(OC)CC1,-1836.81
CCC1CCC1O,-1848.73
C=CC1CCC1=O,-1575.81
CCC1(C)CC1O,-1846.58
CCC1C(C)C1O,-1841.79
CCC1CCC1=O,-1724.64
CCc1ccco1,-1602.58
C=Cc1ccco1,-1460.22
C#Cc1ccco1,-1302.02
CCC1CCCO1,-1863.08
CC=CCC=CC,-1908.13
C=CC1CCCO1,-1716.04
C=CC1=CCCO1,-1583.83
C=CC1CC=CO1,-1576.38
C#CC1CCCO1,-1558.58
C#CC1=CCCO1,-1422.25
C#CC1CC=CO1,-1418.39
CC=C1CCCO1,-1724.38
CC=C1CC=CO1,-1584.95
CCC1=CCCO1,-1725.39
CCC1(C)CCO1,-1847.88
CC=CCC(C)C,-2050.6
CC1CCC1(C)C,-2047.33
CCC1(CC)CO1,-1844.46
CCC1CC=CO1,-1723.64
CCC1CC(C)O1,-1849.16
CCc1ccoc1,-1600.05
C=Cc1ccoc1,-1458.47
C#Cc1ccoc1,-1301.28
CCC1CCOC1,-1860.65
C=CC1CCOC1,-1714.98
C=CC1=CCOC1,-1579.87
C=CC1CC(=O)C1,-1576.45
C=C(C)CC=CC,-1908.23
C#CC1CCOC1,-1559.03
C#CC1=CCOC1,-1421.13
CC=C1CCOC1,-1718.79
CCC1=CCOC1,-1720.47
CCC1(C)COC1,-1842.53
CCC1CC(=O)C1,-1724.05
CCC1CC(O)C1,-1846.69
C=CC1CC(=O)O1,-1397.14
CCC1CC(=O)O1,-1545.29
CCC1COC1C,-1845.92
CC#CCC=CC,-1754.98
CCC1(C)OC1C,-1847.46
C=CC1COC1=O,-1393.33
CCC1C(O)C1O,-1645.35
CCC1COC1=O,-1542.25
C=CC1=COCC1,-1584.29
C=CC1C=COC1,-1575.19
C#CC1=COCC1,-1425.39
C#CC1C=COC1,-1418.41
CC=C1C=COC1,-1585.36
CCC1=COCC1,-1722.95
C=CCCC=CC,-1905.12
CCC1(CO)CC1,-1845.61
CCC1C=COC1,-1721.09
CCC1COCO1,-1659.13
C=CC1COCO1,-1511.32
C=CC1=COCO1,-1376.47
C#CC1COCO1,-1353.79
C#CC1=COCO1,-1214.63
CC=C1COCO1,-1518.66
CCC1=COCO1,-1517.16
CCC1(CO)CO1,-1644.3
C#CCCC=CC,-1749.78
CCC1OC1CC,-1842.83
C=CC1OC1C=C,-1547.95
C#CC1OC1C=C,-1393.84
C#CC1OC1C#C,-1237.38
CCC1OC1(C)C,-1848.14
C=CC1OC1CC,-1696.05
C#CC1OC1CC,-1542.17
CCC1OC1CO,-1643.55
C=CC1OC1C=O,-1361.71
CCC1OC1C=O,-1510.44
C=CC=CC(=C)C,-1773.29
CCC1OCC1C,-1845.91
CCC1(O)CC1C,-1849.04
CCC1OCC1O,-1646.62
C=CC1OCC1=O,-1370.6
CCC1(O)CC1O,-1647.08
CCC1OCC1=O,-1519.97
C=CC1C=CCO1,-1572.7
C#CC1C=CCO1,-1414.42
CC=C1C=CCO1,-1586.37
CCC1(O)CCC1,-1848.38
C#CC=CC(=C)C,-1614.51
CCC1C=CCO1,-1719.94
CCC1OCCO1,-1660.99
C=CC1OCCO1,-1513.3
C=CC1OC=CO1,-1369.47
C#CC1OCCO1,-1352.8
C#CC1OC=CO1,-1208.76
CCC1OC=CO1,-1517.58
CCC1(O)COC1,-1644.68
CCCC1CC1O,-1842.1
CC=CC1CC1O,-1698.66
C=CC(=C)C(=C)C,-1763.71
C=C(C)C1CC1O,-1699.02
CC(C)C1CC1O,-1843.18
CC#CC1CC1O,-1548.8
CCCC1CCO1,-1844.49
C=CCC1CCO1,-1699.58
C#CCC1CCO1,-1544.2
CC=CC1CCO1,-1700.7
C=C(C)C1CCO1,-1701.53
CC(C)C1CCO1,-1845.38
CC(C)C1(C)CO1,-1845.4
C#CC(=C)C(=C)C,-1609.65
CC#CC1CCO1,-1546.75
CCCC1(C)CO1,-1845.02
CCCC1COC1,-1841.3
C=CCC1COC1,-1696.08
C#CCC1COC1,-1540.89
CC=CC1COC1,-1697.39
C=C(C)C1COC1,-1696.92
CC(C)C1COC1,-1842
CC#CC1COC1,-1546.92
CCCC1OC1C,-1844.68
C=C(C)C(C)(C)C,-2047.58
CC=CC1OC1C,-1700.9
CC(C)C1OC1C,-1846.43
CC#CC1OC1C,-1549.51
CC(C)C1(O)CC1,-1848.81
CCCC1(O)CC1,-1847.87
CCCCC1CO1,-1840.74
C=CCCC1CO1,-1695.85
C#CC(=C)C1CO1,-1393.8
C=CC=CC1CO1,-1555.5
C=CC(=C)C1CO1,-1555.34
C=CC#CC(=C)C,-1613.13
CC1CCC2CC12,-1915.48
C=CC#CC1CO1,-1401.23
C#CCCC1CO1,-1540.41
C#CC=CC1CO1,-1396.32
C#CC#CC1CO1,-1234.05
CC=CCC1CO1,-1699.15
CC=C(C)C1CO1,-1696.4
C=C(C)CC1CO1,-1699.08
C=CC(C)C1CO1,-1695.59
CC(C)CC1CO1,-1841.48
CC(C)=CC1CO1,-1698.66
C#CC#CC(=C)C,-1446.63
CC(C)(C)C1CO1,-1841.3
C#CC(C)C1CO1,-1538.41
CC#CCC1CO1,-1545.22
CCC=CC1CO1,-1695.5
C=C(CC)C1CO1,-1693.64
CCC(C)C1CO1,-1841.38
CCC#CC1CO1,-1544.29
CCCCCCO,-1991.95
C#CCC(=C)C=O,-1421.59
C=CC=CCC=O,-1578.44
C=C(C)CC(=C)C,-1908.46
C=CC(=C)CC=O,-1576.39
C=CC(C=C)C=O,-1568.79
C=CC#CCC=O,-1421.77
C=CCC=CC=O,-1577.93
C=CCC(=C)C=O,-1576.85
C=CCC#CC=O,-1417.3
C=CCCCC=O,-1716.77
CC=CCCCO,-1849.77
C=CC(C=O)=CC,-1578.07
CC=C(C)CCO,-1851.93
C=CCCC(=C)C,-1904.94
CC=C(C)C(C)O,-1852.56
CC=C(C)C(C)=O,-1730.64
CC=C(C)CC=O,-1720.52
CC=CC=CCO,-1713.29
CC=CC=CC=O,-1587.58
C=C(C=CC)CO,-1710.69
C=C(C=O)C=CC,-1578.73
CC=CC(C)CO,-1852.14
CC=CC(C)(C)O,-1854.7
CC=CC(C)C=O,-1719.99
C#CCCC(=C)C,-1749.39
CC=CC#CCO,-1554
CC=CC#CC=O,-1423.32
CC=CCC(C)O,-1853.99
CC=CCC(C)=O,-1726.39
CC=CCCC=O,-1719.92
C=C(C)CCCO,-1849.99
C=C(C)C=CCO,-1712.54
C=C(C)C=CC=O,-1586.18
C=C(C)C(=C)CO,-1706.13
C=C(C)C(=C)C=O,-1576.73
C#CC(C)=CC=C,-1613.54
C=C(C)C(C)(C)O,-1852.6
C=C(C)C#CCO,-1553.34
C=C(C)C#CC=O,-1422.17
C=C(C)CC(C)=O,-1726.17
C=C(C)CCC=O,-1719.69
C=CC(C)=CCO,-1710.01
C=CC(C)=CC=O,-1582.93
C=CC(C)C(C)=O,-1723.22
CC(C)CCCO,-1992.09
CC(C)=CCCO,-1853.59
C#CC=C(C)C#C,-1455.46
CC(C)=C(C)CO,-1850.96
CC(C)=C(C)C=O,-1725.26
CC(=O)C=C(C)C,-1727.5
CC(C)=CCC=O,-1721.19
C=CC(C)(C)C=O,-1715.78
CC(C)(C)CCO,-1991.66
CC(C)(C)CC=O,-1861.22
CC(C)C=CCO,-1850.48
CC(C)C=CC=O,-1724.08
C=C(CO)C(C)C,-1848.59
C=CC=C(C)C=C,-1771.02
C=C(C=O)C(C)C,-1722.12
CC(C)C(C)CO,-1990.67
CC(C)C(C)(C)O,-1995.55
CC(C)C(C)C=O,-1860.2
CC(C)C#CCO,-1694.24
CC(C)C#CC=O,-1564.2
CC(C)CC(C)O,-1995.12
CC(=O)CC(C)C,-1869.34
CC(C)CCC=O,-1861.9
C#CC(C)C(C)=O,-1566.1
C#CC=C(C)C=C,-1614.34
C=CCC(C)C=O,-1715.95
C#CCC(C)C=O,-1561.7
CC#CCCCO,-1697.89
CC#CC=CCO,-1558.15
CC#CC=CC=O,-1431.15
C=C(C#CC)CO,-1556.66
C=C(C#CC)C=O,-1427.61
CC#CC(C)CO,-1698.47
CC#CC(C)(C)O,-1701.24
CC#CC(C)C=O,-1566.33
C=CC(C)C(=C)C,-1904.01
CC#CC#CCO,-1405.24
CC#CC#CC=O,-1260.65
CC#CCC(C)O,-1701.38
CC#CCC(C)=O,-1573.22
CC#CCCC=O,-1567.94
CCC=CCCO,-1851.53
CCC=C(C)CO,-1851.45
CCC=C(C)C=O,-1726.35
CCC=CC(C)O,-1851.85
CCC=CC(C)=O,-1728.27
C=CC(C)=C(C)C,-1909.4
CC1CCCC1C,-2065.77
CCC=CCC=O,-1718.79
C=C(CC)CCO,-1850.91
C=C(CC)C(C)O,-1850.64
C=C(CC)C(C)=O,-1727.17
C=C(CC)CC=O,-1718.08
CC=C(C=O)CC,-1723.6
C=CC(C=O)CC,-1715.94
CCC(C)CCO,-1990.14
CCC(C)=CCO,-1850.65
CCC(C)=CC=O,-1724.6
C#CC(C)=C(C)C,-1754.54
CCC(C)(C)CO,-1991.71
CCC(C)(C)C=O,-1861.74
CCC(C)C(C)O,-1992.8
CCC(C)C(C)=O,-1868.5
CCC(C)CC=O,-1861.2
CCC(CC)CO,-1990.38
CCC(C=O)CC,-1861.04
CCC#CCCO,-1697.89
CCC#CC(C)O,-1696.86
CCC#CC(C)=O,-1571.23
C=C(C)C=C(C)C,-1909.99
CCC#CCC=O,-1565.33
CCCC=CCO,-1850.01
CCCC=CC=O,-1723.63
C=C(CO)CCC,-1849.26
C=C(C=O)CCC,-1722.74
CCCC(C)CO,-1991.34
CCCC(C)(C)O,-1996.76
CCCC(C)C=O,-1861.52
CCCC#CCO,-1695.67
CCCC#CC=O,-1564.2
C=CCC=C(C)C,-1906.84
CCCCC(C)O,-1994.91
CCCCC(C)=O,-1869.11
CCCCCC=O,-1861.76
CCCCCOC,-1983.35
CCC=CCOC,-1840.09
CCC=C(C)OC,-1846.84
C=C(CC)COC,-1839.52
CCC(C)COC,-1982.75
CCC(C)=COC,-1845.15
CCC(C)(C)OC,-1984.34
C#CCC=C(C)C,-1750.24
CCC(CC)OC,-1983.72
CCC#CCOC,-1685.32
CCCC=COC,-1844.66
C=C(CCC)OC,-1847.05
CCCC(C)OC,-1984.66
CC=C(C)C(=O)O,-1545.57
CC=CCC(=O)O,-1544.94
C=C(C)CC(=O)O,-1545.31
C=CC(C)C(=O)O,-1541.82
CC(C)=CC(=O)O,-1545.17
C=CC(C)(C)C=C,-1900.69
CC(C)(C)C(=O)O,-1685.55
CC(C)CC(=O)O,-1686.62
C#CC(C)C(=O)O,-1384.56
CC#CCC(=O)O,-1392.3
CCC=CC(=O)O,-1543.82
C=C(CC)C(=O)O,-1543.15
CCC(C)C(=O)O,-1685.76
CCC#CC(=O)O,-1388.07
CCCCC(=O)O,-1686.25
CCCCOCC,-1986.54
C#CC(C)(C)C=C,-1745.43
C#CC(=C)CC=O,-1418.1
C#CC(C=C)C=O,-1410.66
C=CCC(=O)C=C,-1577.59
C#CC(=O)CC=C,-1417.01
C=CCCOC=C,-1700.9
C#CC(C=O)=CC,-1421.47
C=COC(C)=CC,-1704.09
C=CC(=CC)CO,-1708.98
C#CC(=CC)CO,-1550.92
C=CC(=O)C=CC,-1584.59
C=CCC(C)(C)C,-2047.43
C#CC(=O)C=CC,-1424.25
C=CC(O)C=CC,-1705.55
C#CC(O)C=CC,-1547.75
C=COCC=CC,-1703.05
C=CC(=O)C(=C)C,-1582.39
C#CC(=O)C(=C)C,-1423.08
C=CC(O)C(=C)C,-1705.28
C#CC(O)C(=C)C,-1547.65
C=COCC(=C)C,-1702.77
C#CC(C)=CC=O,-1423.74
C#CCC(C)(C)C,-1892.91
C#CC(C)=CCO,-1552.1
C=COC=C(C)C,-1707
C#CC(C)(C)C=O,-1557.98
C=COC(C)(C)C,-1847.41
C=CC(C)(C)CO,-1846.98
C#CC(C)(C)CO,-1693
C=CC(=O)C(C)C,-1723.94
C#CC(=O)C(C)C,-1563.68
C=CC(O)C(C)C,-1849.15
C#CC(O)C(C)C,-1691.77
C#CC(C)(C)C#C,-1586.9
C=COCC(C)C,-1846.9
C=CC(C)CC=O,-1715.74
C#CC(C)CC=O,-1559.65
C=CC(C)CCO,-1847.16
C#CC(C)CCO,-1690.73
C=CC(=O)C#CC,-1427.95
C#CC(=O)C#CC,-1265
C=CC(O)C#CC,-1551.17
C#CC(O)C#CC,-1391.47
C=COCC#CC,-1548.19
CC(C)=CC(C)C,-2052.19
CC1CC(C)C1C,-2047.12
C=COC=CCC,-1703.61
C=COC(=C)CC,-1704.66
C#CC(C=O)CC,-1558.94
CCC(C)(O)CC,-1995.56
C=CC(C)(O)CC,-1851.37
C#CC(C)(O)CC,-1693.16
C=COC(C)CC,-1846.9
CC=C(CC)CO,-1850.03
C=CC(CC)CO,-1848.59
C#CC(CC)CO,-1692.83
C=CC=CC(C)C,-1910.46
CCCC(=O)CC,-1869
C=CC(=O)CCC,-1724.39
C#CC(=O)CCC,-1563.95
CCCC(O)CC,-1994.55
C=CC(O)CCC,-1848.22
C#CC(O)CCC,-1691.42
C=COCCCC,-1846.22
C=C(C=O)CC=O,-1390.01
C=CC=COC=O,-1392.94
C=CC(=C)OC=O,-1388.73
C#CC=CC(C)C,-1752.4
C=CC(C=O)C=O,-1380.83
C=CCC(=O)C=O,-1385.72
C=CCCOC=O,-1530.37
CC=C(C=O)C=O,-1392.18
CC=C(C)OC=O,-1533.85
CC=C(CO)CO,-1651.84
CC=C(C=O)CO,-1527.34
CC=CC(=O)CO,-1531.79
CC=CC(=O)C=O,-1393.27
CC=CC(O)CO,-1655.09
C=CC(=C)C(C)C,-1906.7
CC=CC(O)C=O,-1522.61
CC=CCOC=O,-1533.23
C=C(C)C(=O)CO,-1529.72
C=C(C)C(=O)C=O,-1387.21
C=C(C)C(O)CO,-1652.52
C=C(C)C(O)C=O,-1522.31
C=C(C)COC=O,-1532.34
CC(C)=COC=O,-1536.8
CC(C)(C=O)C=O,-1528.92
CC(C)(C)OC=O,-1678.57
C#CC(=C)C(C)C,-1749.77
CC(C)(CO)CO,-1795.05
CC(C)(C=O)CO,-1664.61
CC(C)C(=O)CO,-1670.72
CC(C)C(=O)C=O,-1532.01
CC(C)C(O)CO,-1796.31
CC(C)C(O)C=O,-1664.61
CC(C)COC=O,-1676.76
CC(C=O)CC=O,-1529.58
CC(C=O)CCO,-1662.36
CC#CC(=O)CO,-1369.67
C=CC(C)C(C)C,-2046.1
CC#CC(=O)C=O,-1233.27
CC#CC(O)CO,-1500.81
CC#CC(O)C=O,-1364.02
CC#CCOC=O,-1378.22
CCC=COC=O,-1533.34
C=C(CC)OC=O,-1531.53
CCC(C=O)C=O,-1527.67
CCC(C)(O)CO,-1797.88
CCC(C)(O)C=O,-1667.71
CCC(C)OC=O,-1678.48
C#CC(C)C(C)C,-1890.91
CCC(CO)CO,-1793
CCC(C=O)CO,-1660.29
CCCC(=O)CO,-1670.94
CCCC(=O)C=O,-1532.25
CCCC(O)CO,-1796.55
CCCC(O)C=O,-1665.8
CCCCOC=O,-1676.25
CCC(CO)OC,-1785.66
CCCC(=O)OC,-1680.84
CCCOC1CC1,-1836.94
C=CC#CC(C)C,-1754.77
C=CCOC1CC1,-1690.93
C=C(C=O)C1CC1,-1573.84
C=CC(=O)C1CC1,-1579.47
C#CCOC1CC1,-1532.44
CC=COC1CC1,-1697.04
C=C(C)OC1CC1,-1697.08
CC(C=O)C1CC1,-1715.01
CC(C)OC1CC1,-1838.29
CC(C)(O)C1CC1,-1848.97
CC(CO)C1CC1,-1846.74
C#CC#CC(C)C,-1589.03
CCC(=O)C1CC1,-1725.41
CCC(O)C1CC1,-1847.07
C=C(C=O)C1CO1,-1368.06
C=CC(=O)C1CO1,-1367.67
CC(C=O)C1CO1,-1510.13
CC(C)(O)C1CO1,-1646.75
CC(CO)C1CO1,-1643.22
CCC(=O)C1CO1,-1512.8
CCC(O)C1CO1,-1645.18
CCCOCCC,-1986.42
C=C(C)CC(C)C,-2050.47
C#CCC(=O)C=C,-1421.32
C=CCOCC=C,-1693.31
C#CCOCC=C,-1535.52
C#CCOCC#C,-1376.91
CC=COC=CC,-1705.93
CC=COC(C)C,-1848.06
C=C(C)OC=CC,-1705.31
C=CCOC=CC,-1700.88
C#CCOC=CC,-1542.13
C=C(C)OC(=C)C,-1706.3
C=CCCC(C)C,-2046.88
CC1CCCCC1,-2069.4
C=CCOC(=C)C,-1703.91
C#CCOC(=C)C,-1545.09
C=CC=C(C)C=O,-1584.04
C#CC=C(C)C=O,-1426.27
C=C(C)C(C)C=O,-1718.83
C=CCC(C)(C)O,-1853.29
C#CCC(C)(C)O,-1695.8
CC(C)OC(C)C,-1989.7
C=C(C)OC(C)C,-1851.8
C=CCOC(C)C,-1841.45
C#CCCC(C)C,-1891.76
C#CCOC(C)C,-1683.2
C=CC=C(C)CO,-1710.94
C#CC=C(C)CO,-1554.33
C=C(C)C(C)CO,-1850.85
C=CCC(C)CO,-1847.05
C#CCC(C)CO,-1692.04
CC=CC(=O)CC,-1729.14
CCC(=O)C(C)C,-1868.74
C=C(C)C(=O)CC,-1727.9
CC#CC(=O)CC,-1571.76
C#CC(C)C(=C)C,-1748.27
C=CCC(=O)CC,-1723.27
C#CCC(=O)CC,-1566.27
CC=CC(O)CC,-1852.22
CCC(O)C(C)C,-1993.9
C=C(C)C(O)CC,-1851.04
CC#CC(O)CC,-1698.61
C=CCC(O)CC,-1849.94
C#CCC(O)CC,-1695.41
CC=C(CC)OC,-1844.17
C=CC(CC)OC,-1839.37
C=CCC(C)C=C,-1902.2
C#CC(CC)OC,-1681.81
CC=COCCC,-1847.7
CCCOC(C)C,-1988.07
C=C(C)OCCC,-1850.72
C=CCOCCC,-1839.91
C#CCOCCC,-1681.63
CCCOCCO,-1787.78
C=CC(=O)CC=O,-1390.9
C=CCOCC=O,-1505.31
CC=COCCO,-1648.52
C#CC(C)CC=C,-1746.46
CC=COC(C)=O,-1541.05
CC=COCC=O,-1512.46
C=C(C)OCCO,-1651.32
C=C(C)OC(C)=O,-1539.55
C=C(C)OCC=O,-1515.29
CC(C=O)=CCO,-1520.67
CC(C=O)=CC=O,-1391.46
CC(=O)C(C)C=O,-1536.26
CC(C)OCCO,-1789.35
CC(C)(O)CCO,-1799.1
C#CCC(C)C=C,-1746.83
CC(C)(O)CC=O,-1665.78
CC(=O)OC(C)C,-1686.22
CC(C)OCC=O,-1653.82
CC(CO)CCO,-1792.51
CC(=CCO)CO,-1650.21
CC(=CC=O)CO,-1525.39
CC(=O)C(C)CO,-1671.11
CC(CO)CC=O,-1661.81
CCC(=O)CCO,-1670.74
CCC(=O)C(C)O,-1672.59
C#CCC(C)C#C,-1589.94
CCC(=O)C(C)=O,-1540.99
CCC(=O)CC=O,-1536.12
CCC(O)CCO,-1796.86
CCC(O)C(C)O,-1798.07
CCC(O)C(C)=O,-1672.1
CCC(O)CC=O,-1662.49
CCC(C=O)OC,-1651.55
CCCOC(C)=O,-1683.47
CCCOCC=O,-1651.98
CCCOCOC,-1781.97
CC#CC=C(C)C,-1762.72
CCC(=O)COC,-1656.28
CCC(O)COC,-1787.98
CCC(OC)OC,-1781.76
C=COC(C)CO,-1648.38
C=COC(=O)CC,-1538.25
CCOC1CC1C,-1838.66
CC(O)C1CC1C,-1849.57
CCOC1CC1O,-1634.74
CC(=O)C1CC1O,-1520.96
CC(O)C1CC1O,-1648.42
C=CC=CC#CC,-1619.03
CCOC1CCC1,-1840.87
C=COC1CCC1,-1699.06
CC(=O)C1CCC1,-1719.24
CC(O)C1CCC1,-1847.5
CC(O)C1(C)CC1,-1849.25
CCOC1(C)CC1,-1840.7
CC(=O)C1CCO1,-1517
CC(O)C1CCO1,-1649.39
CC(O)C1(C)CO1,-1649.24
CCOC1COC1,-1635.13
C#CC=CC#CC,-1458.78
C=COC1COC1,-1492.98
CC(=O)C1COC1,-1514.82
CC(O)C1COC1,-1643.94
CC(O)C1OC1C,-1647.82
CC(O)C1(O)CC1,-1650.97
CCOCC1CC1,-1839.45
C=COCC1CC1,-1698.72
CC(=O)CC1CC1,-1721.47
CC(O)CC1CC1,-1848.09
CCOCC1CO1,-1634.43
C=CC(=C)C#CC,-1615.69
CC1(C)CCCC1,-2065.25
C=COCC1CO1,-1493.27
CC(=O)CC1CO1,-1517.44
CC(O)CC1CO1,-1645
C=CC=COC=C,-1564.26
C#CC=COC=C,-1405.85
C=COC(=C)C=C,-1562.73
C#CC(=C)OC=C,-1401.02
C#CCCOC=C,-1545.23
C=CC=CC(C)=O,-1588.32
C#CC=CC(C)=O,-1428.68
C#CC(=C)C#CC,-1455.32
C=CC(=C)C(C)=O,-1580.85
C#CC(=C)C(C)=O,-1424.39
CC(=O)C(C)(C)C,-1867.81
C=CC#CC(C)=O,-1427.72
C#CC#CC(C)=O,-1259.44
C=CCCC(C)=O,-1724.24
C#CCCC(C)=O,-1568.98
C=CC(C)(O)C=C,-1704.46
C#CC(C)(O)C=C,-1545.88
C#CC(C)(O)C#C,-1385.08
CC#CC(C)(C)C,-1898.54
CC(C)=CC(C)O,-1853.67
C=CC=CC(C)O,-1711.81
C#CC=CC(C)O,-1553.05
C=CC(=C)C(C)O,-1708.51
C#CC(=C)C(C)O,-1552.63
CC(O)C(C)(C)C,-1994.13
C=CC(C)C(C)O,-1849.64
C#CC(C)C(C)O,-1692.21
C=CC#CC(C)O,-1554.79
C#CC#CC(C)O,-1388.3
C=CC(C)C#CC,-1752.08
C=C(C)CC(C)O,-1852.78
C=CCCC(C)O,-1850.18
C#CCCC(C)O,-1695.1
C=COC(C)C=C,-1700.73
C#CC(C)OC=C,-1542.87
CCC=COCC,-1846.81
CCOC=C(C)C,-1849.44
C=CC=COCC,-1708.45
C#CC=COCC,-1550.61
C=C(CC)OCC,-1850.05
C#CC(C)C#CC,-1593.66
C=CC(=C)OCC,-1707.7
C#CC(=C)OCC,-1546.83
CCOC(C)CC,-1987.81
CC=C(C)OCC,-1850.2
CCOC(C)(C)C,-1988.56
C=CC(C)OCC,-1842.96
C#CC(C)OCC,-1684.98
CC=CCOCC,-1843.61
CCOCC(C)C,-1987.3
C=C(C)COCC,-1843.66
C=CC#CC#CC,-1465.04
CC#CCOCC,-1689.02
C=CCCOCC,-1841.43
C#CCCOCC,-1686.1
CCOCCCO,-1789
C=COC=CC=O,-1378.51
C=COC(=C)C=O,-1371.66
C=COCCC=O,-1515.32
CC(=O)CCCO,-1669.79
CC(=O)C=CCO,-1527.53
CC(=O)C=CC=O,-1395.37
C#CC#CC#CC,-1263.34
C=C(CO)C(C)=O,-1529.06
C=C(C=O)C(C)=O,-1395.52
CC(=O)C(C)(C)O,-1671.52
CC(=O)C#CCO,-1368.02
CC(=O)C#CC=O,-1232.58
CC(=O)CC(C)=O,-1543.84
CC(=O)CCC=O,-1539.75
CC(O)CCCO,-1795.38
C=CC(C)(O)C=O,-1520.52
CC(O)C=CCO,-1652.29
CC#CCC(C)C,-1898.91
CC(O)C=CC=O,-1524.4
C=C(CO)C(C)O,-1651.85
C=C(C=O)C(C)O,-1524.61
CC(O)C(C)CO,-1796.65
CC(O)C(C)(C)O,-1801.36
CC(O)C(C)C=O,-1663.05
CC(O)C#CCO,-1494.62
CC(O)C#CC=O,-1362.8
CC(O)CC(C)O,-1799.27
CC(=O)CC(C)O,-1673.87
C=C(C)CC#CC,-1755.16
CC(O)CCC=O,-1665.67
C=COC(C)C=O,-1512.97
CCOC=CCO,-1648.43
CCOC=CC=O,-1524.16
C=C(CO)OCC,-1649.04
C=C(C=O)OCC,-1517.49
CCOC(C)CO,-1789.95
CCOC(C)C=O,-1655.43
CCOCC(C)O,-1791.56
CCOCC(C)=O,-1659.61
CC#CCC#CC,-1600.33
CCOCCC=O,-1654.94
CCOCCOC,-1776.51
CCOC=COC,-1636.56
CCOC(C)OC,-1785.2
CCOCOCC,-1785.21
C#CC(=C)OC=O,-1227.06
C=COC(=O)C=C,-1393.37
C#CC(=O)OC=C,-1228.94
C=COCOC=C,-1497.87
C=CC(=O)C(C)=O,-1396.28
C=CCCC#CC,-1753.08
CC1CC(C)(C)C1,-2048.44
C#CC(=O)C(C)=O,-1232.29
C=CC(O)C(C)=O,-1526.01
C#CC(O)C(C)=O,-1363.62
C=COCC(C)=O,-1517.59
C#CC(C)(O)C=O,-1358.06
C=CC(C)(O)CO,-1652.69
C#CC(C)(O)CO,-1494.09
C=CC(=O)C(C)O,-1528.38
C#CC(=O)C(C)O,-1366.65
C=CC(O)C(C)O,-1653.93
C#CCCC#CC,-1597
C#CC(O)C(C)O,-1492.36
C=COCC(C)O,-1650.58
C=CC(C)OC=O,-1532.12
C#CC(C)OC=O,-1373.31
CCOC(=O)CC,-1683.49
C=CC(=O)OCC,-1538.53
C#CC(=O)OCC,-1374.78
C=COCOCC,-1642.18
CC(=O)OC1CC1,-1533.57
C=CCOC(C)=O,-1536.06
CCC=C(C)CC,-2050.01
C#CCOC(C)=O,-1377.86
COC1CC1(C)C,-1837.12
C=CC1CC1OC,-1689.15
C#CC1CC1OC,-1535.36
COC1CC1CO,-1635.08
COC1CC1(C)O,-1637.22
COC1CC1C=O,-1507.08
COC1CC1OC,-1623.52
COC1(OC)CC1,-1630.89
COC1CCC1C,-1839.26
C=CC(C)=CCC,-1910.54
COC1(C)CC1C,-1837.65
COC1C(C)C1C,-1835.68
COC1CCC1O,-1640.73
COC1(C)CC1O,-1636.66
COC1C(C)C1O,-1631
COC1CCC1=O,-1511.16
COC1CCCC1,-1857.18
COC1=CCCC1,-1718.98
COC1=CC=CC1,-1580.85
COC1=CCC=C1,-1580.76
C#CC(C)=CCC,-1752.35
COC1(C)CCC1,-1839.85
COC1C=CC=C1,-1570.15
COC1CC=CC1,-1716.27
COC1CC(C)C1,-1839.08
COC1C=CCC1,-1715.76
COc1ccco1,-1393.65
COC1CCCO1,-1656.58
COC1CC=CO1,-1516.52
COc1ccoc1,-1389.31
COC1CCOC1,-1651.31
CC=CC=CCC,-1913.22
COC1=CCOC1,-1510.72
COC1(C)COC1,-1634.05
COC1CC(=O)C1,-1515.24
COC1CC(O)C1,-1639.23
COC1COC1C,-1636.48
COC1=COCC1,-1509.49
COC1(CO)CC1,-1638.17
COC1C=COC1,-1512.16
COC1C=CCO1,-1513.75
COCC1CC1C,-1837.51
CCC=CC(C)C,-2050.36
COCC1CC1O,-1633.1
COCC1CCC1,-1836.17
COCC1(C)CC1,-1838.28
COCC1CCO1,-1634.58
COCC1(C)CO1,-1635.49
COCC1COC1,-1632.86
COCC1OC1C,-1634.6
COCC1(O)CC1,-1638.95
COCCC1CC1,-1836.25
COC=CC1CC1,-1695.82
C=C(C)C=CCC,-1912.62
C=C(OC)C1CC1,-1694.6
COC(C)C1CC1,-1837.87
COCCC1CO1,-1632.42
COC=CC1CO1,-1489.8
C=C(OC)C1CO1,-1491.06
COC(C)C1CO1,-1633.64
C=CC(C)=COC,-1705.99
C#CC(C)=COC,-1548.03
CC=CC=COC,-1708.19
COC=CC(C)C,-1845.23
CC#CC=CCC,-1758.48
C=C(C)C=COC,-1707.42
CC#CC=COC,-1552.41
C=CCC=COC,-1699.71
